,Reference Name,Heading,Formula,converted_formulas
100,P111,RF - ROE Chg: 1y,FDE_PROFIT_ROE_CHG_1Y,FDE_PROFIT_ROE_CHG_1Y
101,P112,RF - Forecast [FY1] ROE,FDE_PROFIT_ROE_FY1,FDE_PROFIT_ROE_FY1
102,P113,RF - Accruals Ratio [BS Method],FDE_ACCRUALS_RATIO_BS,FDE_ACCRUALS_RATIO_BS
103,P114,RF - Accruals Ratio [CF Method],FDE_ACCRUALS_RATIO_CF,FDE_ACCRUALS_RATIO_CF
104,P115,RF - EBITDA to Net Debt,FDE_EBITDA_NET_DEBT,FDE_EBITDA_NET_DEBT
105,P116,RF - Forecast EPS Dispersion [NTM],FDE_ANALYST_DISPERSION_EPS,FDE_ANALYST_DISPERSION_EPS
106,P117,RF - EPS Revision Ratio [1m],FDE_REVISIONS_EPS_REVRATIO_1M,FDE_REVISIONS_EPS_REVRATIO_1M
107,P118,RF - Efficiency Ratio,FDE_BANKS_EFFICIENCY_RATIO,FDE_BANKS_EFFICIENCY_RATIO
108,P119,RF - Non-Performing Assets / Total Loans & Leases,FDE_BANKS_NP_ASSETS_TO_TOTAL_LL,FDE_BANKS_NP_ASSETS_TO_TOTAL_LL
109,P120,RF - Change in Shares Outstanding: 1y,FDE_SHS_OUT_CHG_1Y,FDE_SHS_OUT_CHG_1Y
110,P122,RE - ROE Chg: 1y (P),"AVAIL(FDE_PCT_RANK(RUNIVERSE=1,#P.P9,#P.P111),50)","AVAIL(FDE_PCT_RANK(RUNIVERSE=1,(IF((AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601010 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601050 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601030 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601025 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601040 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601060 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601070 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601080 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=404020 OR AVAIL(GD_CLASS_GICS(SUB,NUM,0),SBE_CLASS_GICS(0,SUBIND,NUM,CLOSE),SP_CLASS_GICS(0,SUB,NUMBER,CLOSE))=40401010)=1,""REIT"",IF((AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=602010 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601020 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=404030 OR AVAIL(GD_CLASS_GICS(SUB,NUM,0),SBE_CLASS_GICS(0,SUBIND,NUM,CLOSE),SP_CLASS_GICS(0,SUB,NUMBER,CLOSE))=40401020)=1,""PROPERTY COMPANY"",""OTHER""))),(FDE_PROFIT_ROE_CHG_1Y)),50)"
111,P123,RE - EBITDA to Net Debt (P),"AVAIL(FDE_PCT_RANK(RUNIVERSE=1,#P.P9,#P.P115),50)","AVAIL(FDE_PCT_RANK(RUNIVERSE=1,(IF((AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601010 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601050 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601030 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601025 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601040 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601060 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601070 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601080 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=404020 OR AVAIL(GD_CLASS_GICS(SUB,NUM,0),SBE_CLASS_GICS(0,SUBIND,NUM,CLOSE),SP_CLASS_GICS(0,SUB,NUMBER,CLOSE))=40401010)=1,""REIT"",IF((AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=602010 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601020 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=404030 OR AVAIL(GD_CLASS_GICS(SUB,NUM,0),SBE_CLASS_GICS(0,SUBIND,NUM,CLOSE),SP_CLASS_GICS(0,SUB,NUMBER,CLOSE))=40401020)=1,""PROPERTY COMPANY"",""OTHER""))),(FDE_EBITDA_NET_DEBT)),50)"
112,P124,RE - Change in Shares Outstanding: 1y (P),"AVAIL(FDE_PCT_RANK(RUNIVERSE=1,#P.P9,-1*#P.P120),50)","AVAIL(FDE_PCT_RANK(RUNIVERSE=1,(IF((AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601010 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601050 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601030 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601025 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601040 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601060 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601070 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601080 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=404020 OR AVAIL(GD_CLASS_GICS(SUB,NUM,0),SBE_CLASS_GICS(0,SUBIND,NUM,CLOSE),SP_CLASS_GICS(0,SUB,NUMBER,CLOSE))=40401010)=1,""REIT"",IF((AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=602010 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601020 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=404030 OR AVAIL(GD_CLASS_GICS(SUB,NUM,0),SBE_CLASS_GICS(0,SUBIND,NUM,CLOSE),SP_CLASS_GICS(0,SUB,NUMBER,CLOSE))=40401020)=1,""PROPERTY COMPANY"",""OTHER""))),-1*(FDE_SHS_OUT_CHG_1Y)),50)"
113,P125,RE - Percentile Rank Avg,"IF(#P.P9=""REIT"",0.5*#P.P124+0.25*#P.P123+0.25*#P.P122,IF(#P.P9=""PROPERTY COMPANY"",50,NA))","IF((IF((AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601010 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601050 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601030 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601025 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601040 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601060 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601070 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601080 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=404020 OR AVAIL(GD_CLASS_GICS(SUB,NUM,0),SBE_CLASS_GICS(0,SUBIND,NUM,CLOSE),SP_CLASS_GICS(0,SUB,NUMBER,CLOSE))=40401010)=1,""REIT"",IF((AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=602010 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601020 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=404030 OR AVAIL(GD_CLASS_GICS(SUB,NUM,0),SBE_CLASS_GICS(0,SUBIND,NUM,CLOSE),SP_CLASS_GICS(0,SUB,NUMBER,CLOSE))=40401020)=1,""PROPERTY COMPANY"",""OTHER"")))=""REIT"",0.5*(AVAIL(FDE_PCT_RANK(RUNIVERSE=1,(IF((AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601010 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601050 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601030 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601025 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601040 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601060 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601070 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601080 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=404020 OR AVAIL(GD_CLASS_GICS(SUB,NUM,0),SBE_CLASS_GICS(0,SUBIND,NUM,CLOSE),SP_CLASS_GICS(0,SUB,NUMBER,CLOSE))=40401010)=1,""REIT"",IF((AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=602010 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601020 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=404030 OR AVAIL(GD_CLASS_GICS(SUB,NUM,0),SBE_CLASS_GICS(0,SUBIND,NUM,CLOSE),SP_CLASS_GICS(0,SUB,NUMBER,CLOSE))=40401020)=1,""PROPERTY COMPANY"",""OTHER""))),-1*(FDE_SHS_OUT_CHG_1Y)),50))+0.25*(AVAIL(FDE_PCT_RANK(RUNIVERSE=1,(IF((AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601010 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601050 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601030 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601025 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601040 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601060 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601070 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601080 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=404020 OR AVAIL(GD_CLASS_GICS(SUB,NUM,0),SBE_CLASS_GICS(0,SUBIND,NUM,CLOSE),SP_CLASS_GICS(0,SUB,NUMBER,CLOSE))=40401010)=1,""REIT"",IF((AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=602010 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601020 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=404030 OR AVAIL(GD_CLASS_GICS(SUB,NUM,0),SBE_CLASS_GICS(0,SUBIND,NUM,CLOSE),SP_CLASS_GICS(0,SUB,NUMBER,CLOSE))=40401020)=1,""PROPERTY COMPANY"",""OTHER""))),(FDE_EBITDA_NET_DEBT)),50))+0.25*(AVAIL(FDE_PCT_RANK(RUNIVERSE=1,(IF((AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601010 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601050 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601030 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601025 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601040 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601060 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601070 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601080 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=404020 OR AVAIL(GD_CLASS_GICS(SUB,NUM,0),SBE_CLASS_GICS(0,SUBIND,NUM,CLOSE),SP_CLASS_GICS(0,SUB,NUMBER,CLOSE))=40401010)=1,""REIT"",IF((AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=602010 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601020 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=404030 OR AVAIL(GD_CLASS_GICS(SUB,NUM,0),SBE_CLASS_GICS(0,SUBIND,NUM,CLOSE),SP_CLASS_GICS(0,SUB,NUMBER,CLOSE))=40401020)=1,""PROPERTY COMPANY"",""OTHER""))),(FDE_PROFIT_ROE_CHG_1Y)),50)),IF((IF((AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601010 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601050 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601030 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601025 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601040 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601060 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601070 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601080 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=404020 OR AVAIL(GD_CLASS_GICS(SUB,NUM,0),SBE_CLASS_GICS(0,SUBIND,NUM,CLOSE),SP_CLASS_GICS(0,SUB,NUMBER,CLOSE))=40401010)=1,""REIT"",IF((AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=602010 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=601020 OR AVAIL(GD_CLASS_GICS(IND,NUM,0),SBE_CLASS_GICS(0,IND,NUM,CLOSE),SP_CLASS_GICS(0,IND,NUMBER,CLOSE))=404030 OR AVAIL(GD_CLASS_GICS(SUB,NUM,0),SBE_CLASS_GICS(0,SUBIND,NUM,CLOSE),SP_CLASS_GICS(0,SUB,NUMBER,CLOSE))=40401020)=1,""PROPERTY COMPANY"",""OTHER"")))=""PROPERTY COMPANY"",50,NA))"
